ISBN,Genre,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
385254520,Non-Fiction,Keeper n' Me,RICHARD WAGAMESE,1994,Anchor Canada,http://images.amazon.com/images/P/0385254520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385254520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385254520.01.LZZZZZZZ.jpg
60170441,Mystery/Thriller,"Eat Smart, Think Smart: How to Use Nutrients and Supplements to Achieve Maximum Mental and Physical Performance",Robert Haas,1994,Harpercollins,http://images.amazon.com/images/P/0060170441.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060170441.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060170441.01.LZZZZZZZ.jpg
590431536,Self-Help,The Girl in the Window,Wilma Yeo,1995,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590431536.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590431536.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590431536.01.LZZZZZZZ.jpg
712646221,Fiction,Negaholics,Scott,1991,Not Avail,http://images.amazon.com/images/P/0712646221.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0712646221.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0712646221.01.LZZZZZZZ.jpg
749318368,Mystery/Thriller,Suddenly,Barbara Delinsky,1995,Mandarin,http://images.amazon.com/images/P/0749318368.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0749318368.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0749318368.01.LZZZZZZZ.jpg
515122491,Fiction,The Maze,Catherine Coulter,1998,Jove Books,http://images.amazon.com/images/P/0515122491.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515122491.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515122491.01.LZZZZZZZ.jpg
051512902X,Fiction,After Dark,Jayne Castle,2000,Jove Books,http://images.amazon.com/images/P/051512902X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512902X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512902X.01.LZZZZZZZ.jpg
812530314,Mystery,The Grey Beginning,Barbara Michaels,1992,Tor Books,http://images.amazon.com/images/P/0812530314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812530314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812530314.01.LZZZZZZZ.jpg
552138223,Science Fiction,The Cat Who Came in from the Cold,Deric Longden,1992,"Acacia Press, Inc.",http://images.amazon.com/images/P/0552138223.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0552138223.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0552138223.01.LZZZZZZZ.jpg
515131091,Mystery,Out of This World,J. D. Robb,2001,Jove Books,http://images.amazon.com/images/P/0515131091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515131091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515131091.01.LZZZZZZZ.jpg
380791382,Non-Fiction,Out of Time : A Casey Jones Mystery (Casey Jones Mysteries),Katy Munger,1998,Avon,http://images.amazon.com/images/P/0380791382.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380791382.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380791382.01.LZZZZZZZ.jpg
91880955,Non-Fiction,The Luberon Garden,Alex Dingwall-Main,2002,Ebury Press,http://images.amazon.com/images/P/0091880955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0091880955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0091880955.01.LZZZZZZZ.jpg
563537329,Fiction,The Mind Map Book: Millennium Edition,Tony Buzan,2000,BBC Consumer Publishing,http://images.amazon.com/images/P/0563537329.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0563537329.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0563537329.01.LZZZZZZZ.jpg
8401427177,Fiction,"Vieja Sirena, La",Jose Luis Sampedro,1998,"Plaza &amp; Janes Editores, S.A.",http://images.amazon.com/images/P/8401427177.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8401427177.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8401427177.01.LZZZZZZZ.jpg
8435015521,Fiction,Justine - El Cuarteto de Alejandria I,Lawrence Durrell,1999,Edhasa,http://images.amazon.com/images/P/8435015521.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8435015521.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8435015521.01.LZZZZZZZ.jpg
140265686,Fiction,Out to Canaan (The Mitford Years),Jan Karon,1998,Viking Books,http://images.amazon.com/images/P/0140265686.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140265686.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140265686.01.LZZZZZZZ.jpg
140257934,Fiction,"These High, Green Hills (The Mitford Years)",Jan Karon,1997,Viking Books,http://images.amazon.com/images/P/0140257934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140257934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140257934.01.LZZZZZZZ.jpg
140254544,Science Fiction,A Light in the Window (The Mitford Years),Jan Karon,1996,Penguin Books,http://images.amazon.com/images/P/0140254544.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140254544.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140254544.01.LZZZZZZZ.jpg
446603708,Science Fiction,Clay's Ark,Octavia E. Butler,1996,Warner Books,http://images.amazon.com/images/P/0446603708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446603708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446603708.01.LZZZZZZZ.jpg
446606723,Dystopian Fiction,Wild Seed,Octavia E. Butler,1999,Aspect,http://images.amazon.com/images/P/0446606723.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446606723.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446606723.01.LZZZZZZZ.jpg
451524934,Fiction,1984,George Orwell,1990,Signet Book,http://images.amazon.com/images/P/0451524934.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524934.01.LZZZZZZZ.jpg
679721819,Non-Fiction,Mama Day (Vintage Contemporaries),Gloria Naylor,1989,Vintage Books USA,http://images.amazon.com/images/P/0679721819.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679721819.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679721819.01.LZZZZZZZ.jpg
345392825,Non-Fiction,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),Mary Pipher,1995,Ballantine Books,http://images.amazon.com/images/P/0345392825.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345392825.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345392825.01.LZZZZZZZ.jpg
60182792,Non-Fiction,Anam Cara : A Book of Celtic Wisdom,John O'Donohue,1997,HarperCollins,http://images.amazon.com/images/P/0060182792.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060182792.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060182792.01.LZZZZZZZ.jpg
393038440,Non-Fiction,God's Chinese Son: The Taiping Heavenly Kingdom of Hong Xiuquan,Jonathan D. Spence,1996,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393038440.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393038440.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393038440.01.LZZZZZZZ.jpg
737020121,Fiction,"Cooking for Yourself (Williams-Sonoma Lifestyles , Vol 12, No 20)",Janet Kessel Fletcher,1999,Time-Life Books,http://images.amazon.com/images/P/0737020121.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0737020121.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0737020121.01.LZZZZZZZ.jpg
679745645,Fiction,"Other Voices, Other Rooms (Vintage International)",Truman Capote,1994,Vintage Books USA,http://images.amazon.com/images/P/0679745645.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679745645.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679745645.01.LZZZZZZZ.jpg
1569470901,Mystery,Rebuilding Coventry: A Tale of Two Cities,Sue Townsend,1997,Soho Press,http://images.amazon.com/images/P/1569470901.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569470901.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569470901.01.LZZZZZZZ.jpg
671027123,Mystery,All Through the Night (Holiday Classics),Mary Higgins Clark,1999,Pocket,http://images.amazon.com/images/P/0671027123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671027123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671027123.01.LZZZZZZZ.jpg
375412972,Historical Fiction,Yeats Is Dead! A Mystery by 15 Irish Writers,Roddy Doyle,2001,Alfred A. Knopf,http://images.amazon.com/images/P/0375412972.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375412972.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375412972.01.LZZZZZZZ.jpg
449225151,Non-Fiction,A Place Called Freedom,Ken Follett,1996,Fawcett Books,http://images.amazon.com/images/P/0449225151.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449225151.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449225151.01.LZZZZZZZ.jpg
590449737,Non-Fiction,Body Battles,Rita Golden Gelman,1992,Scholastic,http://images.amazon.com/images/P/0590449737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590449737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590449737.01.LZZZZZZZ.jpg
892816562,Non-Fiction,The Complete I Ching: The Definitive Translation by the Taoist Master Alfred Huang,Alfred Huang,1998,Inner Traditions International,http://images.amazon.com/images/P/0892816562.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0892816562.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0892816562.01.LZZZZZZZ.jpg
8440691475,Historical Fiction,El Poder Curativo de La Mente,Tulku Thondup Rinpoche,2000,Ediciones B,http://images.amazon.com/images/P/8440691475.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8440691475.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8440691475.01.LZZZZZZZ.jpg
8466307982,Science Fiction,La joven de la perla,Tracy Chevalier,2002,Santillana USA Publishing Company,http://images.amazon.com/images/P/8466307982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8466307982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8466307982.01.LZZZZZZZ.jpg
765342405,Fiction,Ender's Shadow,Orson Scott Card,2002,Starscape Books,http://images.amazon.com/images/P/0765342405.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0765342405.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0765342405.01.LZZZZZZZ.jpg
844062719X,Fiction,Maestro Cantor,Orson Scott Card,1993,Ediciones B,http://images.amazon.com/images/P/844062719X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/844062719X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/844062719X.01.LZZZZZZZ.jpg
8420441732,Fantasy,Ventajas de viajar en tren,Antonio Orejudo,2000,Alfaguara,http://images.amazon.com/images/P/8420441732.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8420441732.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8420441732.01.LZZZZZZZ.jpg
345350499,Dystopian Fiction,The Mists of Avalon,MARION ZIMMER BRADLEY,1987,Del Rey,http://images.amazon.com/images/P/0345350499.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345350499.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345350499.01.LZZZZZZZ.jpg
844507119X,Fantasy,Fahrenheit 451 - T.D. -,Ray Bradbury,1997,Minotauro,http://images.amazon.com/images/P/844507119X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/844507119X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/844507119X.01.LZZZZZZZ.jpg
689837070,Fantasy,Tithe,Holly Black,2003,Simon &amp; Schuster (Trade Division),http://images.amazon.com/images/P/0689837070.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689837070.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689837070.01.LZZZZZZZ.jpg
671041177,Fiction,Immortal: Buffy the Vampire Slayer (Buffy The Vampire Slayer),Christopher Golden,1999,Simon Spotlight Entertainment,http://images.amazon.com/images/P/0671041177.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671041177.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671041177.01.LZZZZZZZ.jpg
8466300708,Mystery,Manana En La Batalla Piensa En Mi - Bolsillo,Javier Marias,2001,Suma de Letras,http://images.amazon.com/images/P/8466300708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8466300708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8466300708.01.LZZZZZZZ.jpg
312976275,Chick Lit,Hot Six : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2001,St. Martin's Paperbacks,http://images.amazon.com/images/P/0312976275.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312976275.01.LZZZZZZZ.jpg
767905180,Mystery/Thriller,Jemima J: A Novel About Ugly Ducklings and Swans,Jane Green,2001,Broadway Books,http://images.amazon.com/images/P/0767905180.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905180.01.LZZZZZZZ.jpg
743482891,Romance,Now You See Her,Linda Howard,2003,Pocket Books,http://images.amazon.com/images/P/0743482891.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743482891.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743482891.01.LZZZZZZZ.jpg
037383232X,Romance,Sweet Promise,Janet Dailey,1991,Harlequin,http://images.amazon.com/images/P/037383232X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037383232X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037383232X.01.LZZZZZZZ.jpg
1551666200,Romance,Sarah'S Child - Hardcover,Linda Howard,2000,Mira,http://images.amazon.com/images/P/1551666200.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666200.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666200.01.LZZZZZZZ.jpg
373242328,Romance,"The Perfect Neighbor (The Macgregors) (The Macgregors : Special Edition Series, No 1232)",Nora Roberts,1999,Silhouette,http://images.amazon.com/images/P/0373242328.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373242328.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373242328.01.LZZZZZZZ.jpg
373709102,Mystery/Romance,"That Cowboy'S Kids (Home On The Ranch) (Harlequin Superromance, No. 910)",Debra Salonen,2000,Harlequin,http://images.amazon.com/images/P/0373709102.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373709102.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373709102.01.LZZZZZZZ.jpg
517077744,Fiction,Sandra Brown: Three Complete Novels,SANDRA BROWN,1992,Wings,http://images.amazon.com/images/P/0517077744.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0517077744.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0517077744.01.LZZZZZZZ.jpg
449210197,Romance,Crows,Charles Dickinson,1986,Fawcett Books,http://images.amazon.com/images/P/0449210197.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449210197.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449210197.01.LZZZZZZZ.jpg
373709617,Romance,"Coming Home To You (Harlequin Super Romance, No 961)",Fay Robinson,2001,Harlequin,http://images.amazon.com/images/P/0373709617.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373709617.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373709617.01.LZZZZZZZ.jpg
373510225,Western,"Sullivan'S Woman #22 (Nora Roberts : Language of Love, on 22)",Nora Roberts,1992,Silhouette,http://images.amazon.com/images/P/0373510225.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373510225.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373510225.01.LZZZZZZZ.jpg
373301529,Romance,"Mustang Man (Western Lovers, 4)",Lee Magner,1998,Harlequin,http://images.amazon.com/images/P/0373301529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373301529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373301529.01.LZZZZZZZ.jpg
373273193,Western,Racing Against Time : Cavanaugh Justice (Intimate Moments),Marie Ferrarella,2003,Silhouette,http://images.amazon.com/images/P/0373273193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373273193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373273193.01.LZZZZZZZ.jpg
373301626,Romance,His and Hers: Ranchin' Dads (Harlequin - Western Lovers),Pamela Bauer,1987,Harlequin,http://images.amazon.com/images/P/0373301626.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373301626.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373301626.01.LZZZZZZZ.jpg
373271867,Romance,"That Kind Of Girl (Silhouette Intimate Moments, No. 1116)",Kim Mckade,2001,Silhouette,http://images.amazon.com/images/P/0373271867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373271867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373271867.01.LZZZZZZZ.jpg
373240228,Fantasy,"Fall Of Shane Mackade (The Mackade Brothers) (Silhouette Special Edition, No 1022)",Nora Roberts,1996,Silhouette,http://images.amazon.com/images/P/0373240228.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373240228.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373240228.01.LZZZZZZZ.jpg
059035342X,Romance,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,http://images.amazon.com/images/P/059035342X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059035342X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059035342X.01.LZZZZZZZ.jpg
373764146,Romance,"Tycoon'S Temptation (Silhouette Desire, No. 1414)",Katherine Garbera,2002,Silhouette,http://images.amazon.com/images/P/0373764146.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373764146.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373764146.01.LZZZZZZZ.jpg
037325928X,Romance,"Walk On The Wild Side (Harlequin Temptation, No 828)",Donna Kauffman,2001,Harlequin,http://images.amazon.com/images/P/037325928X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037325928X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037325928X.01.LZZZZZZZ.jpg
446529788,Romance,A Kiss Remembered: A Classic Love Story,Sandra Brown,2002,Warner Books,http://images.amazon.com/images/P/0446529788.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446529788.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446529788.01.LZZZZZZZ.jpg
044652767X,Romance,Seduction by Design,Sandra Brown,2001,Warner Books,http://images.amazon.com/images/P/044652767X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044652767X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044652767X.01.LZZZZZZZ.jpg
743246918,Western,Silent Night/All Through the Night : Two Christmas Novels,Mary Higgins Clark,2002,Simon &amp; Schuster,http://images.amazon.com/images/P/0743246918.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743246918.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743246918.01.LZZZZZZZ.jpg
373301847,Romance,Return to Yesterday (Western Lovers Reunited Hearts),Annette Broadrick,1987,Harlequin Books SA,http://images.amazon.com/images/P/0373301847.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373301847.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373301847.01.LZZZZZZZ.jpg
373708351,Romance,"Doctor'S Daughter  (Men Of Glory) (Harlequin Superromance, 835)",Judith Bowen,1999,Harlequin,http://images.amazon.com/images/P/0373708351.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373708351.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373708351.01.LZZZZZZZ.jpg
1551664690,Travel,Dimedici Bride,Heather Graham Pozzessere,1999,Mira,http://images.amazon.com/images/P/1551664690.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551664690.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551664690.01.LZZZZZZZ.jpg
789491869,Romance,"Washington, D.C. (Eyewitness Top 10 Travel Guides)",Ron Burke,2003,Dorling Kindersley Publishing,http://images.amazon.com/images/P/0789491869.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0789491869.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0789491869.01.LZZZZZZZ.jpg
373835426,Western,Witchcraft,Jayne Ann Krentz,2003,Harlequin,http://images.amazon.com/images/P/0373835426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373835426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373835426.01.LZZZZZZZ.jpg
373691157,Romance,Hot Off the Press,Nancy Warren,2003,Harlequin,http://images.amazon.com/images/P/0373691157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373691157.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373691157.01.LZZZZZZZ.jpg
373301537,Western,Painted Sunsets (Western Lovers Ranch Rogues),Rebecca Flanders,1987,Harlequin Enterprises Limited,http://images.amazon.com/images/P/0373301537.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373301537.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373301537.01.LZZZZZZZ.jpg
373258674,Romance,"Valentine Fantasy (Fantasy For Hire) (Harlequin Temptation, No. 767)",Jamie Denton,2000,Harlequin,http://images.amazon.com/images/P/0373258674.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373258674.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373258674.01.LZZZZZZZ.jpg
037330174X,Historical Romance,"Wellspring (Western Lovers, 26)",Curtiss Ann Matlock,1998,Harlequin,http://images.amazon.com/images/P/037330174X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037330174X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037330174X.01.LZZZZZZZ.jpg
312968256,Fiction,Lady's Man,Suzanne Simmons,1999,St. Martin's Press,http://images.amazon.com/images/P/0312968256.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312968256.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312968256.01.LZZZZZZZ.jpg
451205650,Fiction,The Fortune Hunter (Signet Regency Romance),Diane Farr,2002,Signet Book,http://images.amazon.com/images/P/0451205650.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451205650.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451205650.01.LZZZZZZZ.jpg
316089699,Romance,Sea Glass: A Novel,Anita Shreve,2003,Back Bay Books,http://images.amazon.com/images/P/0316089699.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316089699.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316089699.01.LZZZZZZZ.jpg
1551669404,Romance,Just Over The Mountain,Robyn Carr,2002,Mira,http://images.amazon.com/images/P/1551669404.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551669404.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551669404.01.LZZZZZZZ.jpg
373708319,Romance,"Man I Used To Know  (Love That Man) (Harlequin Superromance, 831)",Margot Dalton,1999,Harlequin,http://images.amazon.com/images/P/0373708319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373708319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373708319.01.LZZZZZZZ.jpg
373706545,Thriller,"Done Driftin' (The Dunleavy Legacy) (Harlequin Superromance, No 654)",Janis Flores,1995,Harlequin,http://images.amazon.com/images/P/0373706545.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373706545.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373706545.01.LZZZZZZZ.jpg
373871945,Science Fiction,Mountain Laurel (Love Inspired (Numbered)),Kate Welsh,2002,Steeple Hill,http://images.amazon.com/images/P/0373871945.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373871945.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373871945.01.LZZZZZZZ.jpg
671671138,Military Thriller,TREASURE-CUSSLER,Clive Cussler,1988,Pocket,http://images.amazon.com/images/P/0671671138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671671138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671671138.01.LZZZZZZZ.jpg
449287092,Thriller,The Sword of Orion,Robin A. White,1995,Fawcett Books,http://images.amazon.com/images/P/0449287092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449287092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449287092.01.LZZZZZZZ.jpg
671700081,Military/Non-Fiction,ICE WARRIOR,Richard Parry,1991,Pocket,http://images.amazon.com/images/P/0671700081.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671700081.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671700081.01.LZZZZZZZ.jpg
821724231,Thriller,Beneath the Silent Sea,Richard P. Henrick,1988,Zebra/pinnacle Books,http://images.amazon.com/images/P/0821724231.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821724231.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821724231.01.LZZZZZZZ.jpg
380804670,Military/Non-Fiction,The Silent Service: Los Angeles Class,H. Jay Riker,2001,Avon,http://images.amazon.com/images/P/0380804670.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380804670.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380804670.01.LZZZZZZZ.jpg
812516192,Thriller,Maximum Impact,Jean Heller,1995,Tor Books (Mm),http://images.amazon.com/images/P/0812516192.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812516192.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812516192.01.LZZZZZZZ.jpg
425109267,Thriller,"Supercarrier: An Inside Account of Life Aboard the World's Most Powerful Ship, the Uss John F. Kennedy",George C. Wilson,1992,Berkley Pub Group,http://images.amazon.com/images/P/0425109267.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425109267.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425109267.01.LZZZZZZZ.jpg
380710005,Thriller,CW2    (CO),L. HEATH,1991,Avon,http://images.amazon.com/images/P/0380710005.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380710005.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380710005.01.LZZZZZZZ.jpg
553126911,Fiction,Wolfs-Bane,Craig Thomas,1979,Bantam Books,http://images.amazon.com/images/P/0553126911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553126911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553126911.01.LZZZZZZZ.jpg
055320923X,Fiction,Silent Sea,Harry Homewood,1984,Bantam Books,http://images.amazon.com/images/P/055320923X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055320923X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055320923X.01.LZZZZZZZ.jpg
